obs YER PCR GCR ITR XTR MTR YED PCD GCD ITD XTD MTD YFD YIN WIN GON TIN YFN HICP HEX HEG HICPSYA HEXSYA HEGSYA HEGWEI CAN_YEN NFN_YEN LFN LNN UNN URX LEN STN LTN COMPR POILU PCOMU YWD YWDX YWR YWRX LPROD ULC WRN SAX EEN EXR
1973Q1 854393.299151539 478985.193657 152885.384766602 231956.924014912 131044.844478331 135484.659535153 0.202608019 0.201323332 0.186578201 0.206981905 0.257911836 0.252354017 0.179749784 173106.933902339 90097.742741885 63479.268637742 19529.922522712 153577.011379627 24.110070342 NA NA NA NA NA NA NA NA 125486.11243659 123142.293788386 2343.818648204 0.018677913 97459.697960972 6.791362777 7.975847 10.697165565 3.78 50.925358424 0.27227239 0.317199216 59.8661197 18771.676685982 6.938260389 0.105452305 0.73165555 0.290446824 1.464821312 0.865006786
1973Q2 864752.775325084 483872.5161246 153697.779165203 232184.519910638 137679.230716848 139338.35464134 0.207502977 0.206851747 0.188469883 0.213755302 0.260066388 0.260596636 0.184209992 179438.775384355 93482.748579205 65813.352879309 20142.673925841 159296.101458514 24.694433085 NA NA NA NA NA NA NA NA 126368.644271054 123743.206014698 2625.438256355 0.020776026 97972.563267041 8.485433372 8.305181 11.97474115 4.09667 59.843758757 0.27623917 0.317456442 60.262068861 18941.329889114 6.988284878 0.108103439 0.755457625 0.2866871 1.428774406 0.816771046
1973Q3 876627.987277461 486369.741604248 154281.54438872 233452.696732536 139661.998958097 144664.341739224 0.213199864 0.212411907 0.195483729 0.221033689 0.273155003 0.268561654 0.189562331 186896.967361209 97556.488998596 68619.155567513 20721.3227951 166175.64456611 25.195933985 NA NA NA NA NA NA NA NA 126591.028049173 124218.534550986 2372.493498186 0.018741403 98475.337240804 10.211200035 8.601933 13.600493694 4.52667 70.83019395 0.282179512 0.320414057 60.066598233 19044.873557666 7.057143207 0.111286076 0.785361777 0.28923298 1.329855906 0.76804483
1973Q4 886206.112258538 491201.659240107 156765.420250372 234164.138208 139533.110773988 146402.269075492 0.217784719 0.219170645 0.201468153 0.228152844 0.286757401 0.286972194 0.193660479 193002.149159155 101767.255741785 69855.844779616 21379.048637755 171623.1005214 25.858817726 NA NA NA NA NA NA NA NA 126907.76806718 124494.153701041 2413.614366138 0.01901865 98810.58575922 11.082562958 8.715926 13.88139799 4.6 72.768976631 0.292488549 0.337184721 60.423768203 19178.408793273 7.118455654 0.114834748 0.817446062 0.287992545 1.355045254 0.803514045
1974Q1 894980.299269209 491711.354840585 159242.585986129 233362.05347112 147354.749886311 145231.321967402 0.225167109 0.227292895 0.210328474 0.238758527 0.308430661 0.334901526 0.200705876 201520.126342702 106129.22432443 73498.580516525 21892.321501747 179627.804840955 26.742569759 NA NA NA NA NA NA NA NA 127048.163668965 124573.927867953 2474.235801013 0.019474786 99036.176282827 11.226946359 9.340291 30.064238486 15.5 81.213452308 0.298706484 0.361516585 59.41875807 19147.196955147 7.184330739 0.118582749 0.85193769 0.284173763 1.41580845 0.866909238
1974Q2 896599.739499271 496360.668253544 160760.284202144 227160.386967147 144091.425168052 144838.015793913 0.233058024 0.235926767 0.218466358 0.249570565 0.330182418 0.367090577 0.20742966 208959.763738124 111671.413923025 74309.96526233 22978.384552769 185981.379185355 27.64146727 NA NA NA NA NA NA NA NA 126966.162729238 124453.825873978 2512.336855261 0.019787452 99143.609313825 11.465486577 10.06446 27.473021935 13 84.401672717 0.31149086 0.380262196 60.132223084 19327.063829314 7.20427623 0.124549907 0.897291932 0.287126162 1.390902084 0.828946612
1974Q3 902707.746934437 499581.930712791 162072.873445254 227373.293271371 148881.647581893 149123.506986743 0.241352768 0.243344804 0.226041327 0.261113148 0.343949522 0.380662599 0.215990039 217871.013308381 115996.053361478 78979.827927671 22895.132019232 194975.881289149 28.451096121 NA NA NA NA NA NA NA NA 127033.188864365 124329.470247567 2703.718616799 0.021283561 99040.88126175 11.524151691 10.69789 25.230210077 11.5 81.988965381 0.322624301 0.395370708 60.089054777 19380.101176992 7.260609614 0.128497904 0.932973117 0.288216381 1.392313345 0.83865368
1974Q4 888323.817458951 494775.356614251 163699.391444462 220683.908528711 144142.886612164 138388.986606843 0.24948667 0.251995846 0.234421442 0.269964532 0.356993643 0.390168679 0.223798069 221624.95087663 121041.620825002 77763.533868321 22819.796183308 198805.154693322 29.369092145 NA NA NA NA NA NA NA NA 127272.382666285 123998.915468577 3273.467197708 0.025720169 98818.852065786 10.65978015 10.58716 25.858357083 11.7 84.961765492 0.337570932 0.409222827 59.230105938 18929.134701913 7.163964411 0.136258444 0.976150641 0.289578731 1.371540902 0.825004699
1975Q1 880032.894485785 498025.270084769 165632.618813195 217553.508796873 140846.77282281 131993.592184047 0.255956223 0.257943496 0.238977881 0.27580807 0.356140829 0.385188014 0.230504902 225249.89601605 124454.819692516 78397.076204652 22398.000118882 202851.895897168 29.837978246 NA NA NA NA NA NA 0.012379133 0.015402722 127198.67086347 123530.707128407 3667.963735063 0.028836494 98462.392490465 8.813935178 9.898517 24.625416559 11.5 77.163550708 0.348191035 0.40701731 59.022180024 18757.482579546 7.124001108 0.141420645 1.007480833 0.291284784 1.316578827 0.775022375
1975Q2 884576.705638812 505041.712369888 167725.098553879 214554.712486527 140654.414927415 134263.38714898 0.262359237 0.263948407 0.247898747 0.280683198 0.357535157 0.382370534 0.236925946 232076.869366547 128691.309775672 80887.862658497 22497.696932379 209579.172434169 30.571048124 NA NA NA NA NA NA 0.008533927 0.013055983 126819.740710433 122729.633912661 4090.106797772 0.032251342 97879.974855429 7.055312727 9.564944 23.486352398 11.4 69.451504043 0.360731343 0.411504713 59.030211505 18845.13043933 7.207523378 0.145483494 1.048575684 0.291376892 1.298493937 0.770773306
1975Q3 892478.504737993 511189.383418182 170406.972035818 215369.625085389 142417.479902565 138308.821807593 0.267690147 0.269852441 0.254350821 0.285264407 0.36131951 0.387845023 0.241864647 238907.70243338 132957.975252482 82901.022850366 23048.704330533 215858.998102848 31.10108785 NA NA NA NA NA NA 0.005169862 0.014312196 126681.654050387 122532.756961599 4148.897088788 0.032750576 97844.211666637 6.382283317 9.441747 23.603889209 11.5 69.408419983 0.369767028 0.423097591 59.253547095 19014.358286067 7.283591154 0.148976109 1.085081072 0.284092339 1.336598536 0.830568022
1975Q4 901909.203154842 518128.113033914 171202.323255767 218855.040937994 145111.220667605 142976.108276651 0.273266513 0.275777447 0.260628434 0.291036776 0.36498453 0.398111702 0.246527776 246461.583032433 137134.555105089 85211.115056576 24115.912870768 222345.670161665 31.681160723 NA NA NA NA NA NA 0.001404029 0.017459721 126990.712826437 122488.799572227 4501.91325421 0.035450728 98056.325214047 6.598864929 9.287379 23.453473815 11.6 67.426553243 0.380826237 0.431456509 60.001134577 19292.746127521 7.36319734 0.15204918 1.11956812 0.280251816 1.342359736 0.850290753
1976Q1 916634.941925146 524890.316369832 172196.463861652 218867.006218712 150856.275275455 148801.152260135 0.278911762 0.282527101 0.265726047 0.298377576 0.373671082 0.408326092 0.251724435 255660.266850104 141409.016977236 89330.395734509 24920.854138358 230739.412711746 32.531609299 NA NA NA NA NA NA 0.004821852 0.021988248 127109.014001117 122580.902194589 4528.111806528 0.035623845 98034.462648655 7.00077374 9.430772 25.456930229 12.9 70.571689592 0.386584692 0.443767874 60.44655931 19513.310784754 7.477795689 0.154269721 1.153597456 0.274512052 1.369542963 0.869432691
1976Q2 928423.051306144 528623.311794609 173834.272893402 219542.885465129 154350.993056923 151652.02708211 0.290475809 0.292087498 0.275115362 0.311118901 0.391669634 0.431301012 0.261923565 269684.436978432 148329.532835782 94846.342159679 26508.561982972 243175.87499546 33.502235181 NA NA NA NA NA NA -0.004266717 0.014099474 127463.454716145 122876.729618879 4586.725097266 0.035984629 98480.892849322 8.567814704 10.10404 26.491159867 12.95 77.508223184 0.394432818 0.462315942 60.832489924 19778.590187079 7.555727225 0.159765026 1.207140956 0.274616504 1.385667973 0.903619671
1976Q3 936238.621871992 532721.069112538 175781.078236362 218999.303492693 156848.856732744 153760.629808629 0.298577123 0.299833879 0.284224736 0.320874659 0.405512508 0.448672826 0.268921871 279539.434340248 155044.309622065 96730.731840656 27764.392877527 251775.041462721 34.050908651 NA NA NA NA NA NA 0.006841908 0.026102314 127739.235890239 123168.171460808 4571.064429431 0.035784341 98920.34529483 9.348489961 10.32561 27.158864843 13.15 80.610275474 0.400903395 0.475107084 61.352042227 19944.811244905 7.601303249 0.165603411 1.258801749 0.276618562 1.385471356 0.907726612
1976Q4 951276.0939152 538687.005553781 176996.779089889 224284.012987532 161464.473372606 157063.601509575 0.306253294 0.307904105 0.292220625 0.330285599 0.416367314 0.46259025 0.275957864 291331.437389 160644.765282132 101867.353582583 28819.318524285 262512.118864715 34.968860697 NA NA NA NA NA NA 0.001835803 0.020465998 127886.169806411 123130.554011376 4755.615795035 0.037186318 99176.940775239 9.205677893 10.43546 27.699260196 13.56 80.868779832 0.410991875 0.481354844 62.230534719 20216.734862936 7.725751756 0.168872913 1.304670206 0.268697893 1.342085205 0.897869754
1977Q1 955197.59249087 539920.112043174 177556.504891003 226970.610436707 161510.630450891 153510.566339137 0.313507696 0.315742242 0.299264053 0.337666424 0.424594362 0.471404679 0.282909762 299461.796418527 165219.028065795 105015.695608665 29227.072744067 270234.72367446 35.912473997 NA NA NA NA NA NA 0.009438758 0.022091779 128065.477207244 123247.099523422 4818.377683821 0.037624329 99414.85903081 10.214431834 10.31093 30.200750654 14.45 91.25203819 0.418075601 0.492203054 62.516503224 20227.54736132 7.750264275 0.17296843 1.340551045 0.270888531 1.354595113 0.89315357
1977Q2 956484.600138738 546948.37782425 178368.952741073 223799.057081282 165309.007936591 155109.363334395 0.323190227 0.324388033 0.310129118 0.346436992 0.432055574 0.480782627 0.291777624 309126.474634571 172109.69402898 106971.110272834 30045.670332758 279080.804301814 36.829946281 NA NA NA NA NA NA 0.010394565 0.020588479 128288.382908353 123263.122437423 5025.26047093 0.039171594 99367.358905828 9.371813595 10.22306 30.573728805 14.45 94.095586123 0.428216769 0.502057282 62.977261347 20307.146672215 7.759697963 0.179939848 1.396278876 0.266911806 1.353863841 0.886369796
1977Q3 957236.243018938 551310.96055143 180696.645941771 224980.393104806 166633.193838727 157242.48828491 0.330186426 0.332352355 0.317763991 0.354450712 0.438154706 0.484332351 0.297636321 316066.414374788 176347.32718951 108560.946856151 31158.140329127 284908.274045661 37.576279572 NA NA NA NA NA NA 0.018185699 0.028140904 128150.044585652 122929.985350438 5220.059235214 0.040733963 99526.809717865 8.998484223 10.0849 28.862627547 14.28 82.936814691 0.435423569 0.51054012 63.637648145 20376.122758796 7.786840943 0.184225502 1.43453468 0.264223214 1.359522622 0.874754955
1977Q4 968686.073533559 556834.274440433 183582.515770573 227760.246103234 171854.888363508 157746.773798573 0.337578278 0.338800419 0.325124327 0.363803891 0.446651117 0.493203753 0.305171856 327007.376382378 181473.109900819 114142.617235275 31391.649246284 295615.727136094 38.201327106 NA NA NA NA NA NA 0.014397455 0.017584304 128260.53580377 123015.232811816 5245.302991955 0.040895689 99640.118825074 9.12986131 9.980953 27.905612758 14.05 78.111400019 0.444251137 0.52221365 64.133377035 20514.603629754 7.874521321 0.187339443 1.475208442 0.266375407 1.369948577 0.851982304
1978Q1 974915.01748293 558539.6884079 184639.782749208 228480.64848942 171111.780531943 154488.948942016 0.345584467 0.344561897 0.334114941 0.372382996 0.453068742 0.494895509 0.312683288 336915.486478221 187532.046721719 117307.586145234 32075.853611268 304839.632866953 38.879540232 NA NA NA NA NA NA 0.020167342 0.01699292 128454.421496109 123195.324247642 5259.097248468 0.040941349 99682.555301725 8.0570853 9.716788 27.778282045 14 77.637475363 0.452925276 0.528694727 64.422032765 20591.013308096 7.913571586 0.192357327 1.522233477 0.269669416 1.356452655 0.808144601
1978Q2 986038.770356119 564664.349218239 186194.951377283 230942.099075353 175495.589833462 159555.332268704 0.353931497 0.351928604 0.342109889 0.378809355 0.461286803 0.498492094 0.320579999 348990.177605431 192437.594257054 123666.713590671 32885.869757706 316104.307847724 39.699258072 NA NA NA NA NA NA 0.016205509 0.012146002 128717.033922226 123299.274440825 5417.759481401 0.042090462 99814.781948944 7.909355931 9.575315 27.791695501 13.8933 78.628408733 0.462019656 0.538614892 65.695708298 20921.422048783 7.997117378 0.1951623 1.56073582 0.266455197 1.355950379 0.80934809
1978Q3 990656.826680895 568884.707022409 188486.952829769 231264.709975629 179089.157474076 164329.429334028 0.361896952 0.359973864 0.349634274 0.388837116 0.464321055 0.49920944 0.327949403 358515.686089189 198387.2074571 126498.107635077 33630.370997012 324885.315092177 40.334246668 NA NA NA NA NA NA 0.015648682 0.012524512 129025.809223361 123469.938587559 5555.870635802 0.04306015 100067.687049228 9.172121063 9.576661 27.993194737 13.98 79.317753687 0.469103811 0.548098693 66.223499081 21049.373568671 8.023465776 0.200258255 1.606765256 0.268998819 1.381386763 0.780292114
1978Q4 1002454.63291231 575291.384691068 190260.119848656 233340.837168882 180873.98195697 169864.4597457 0.369219976 0.367231404 0.357558631 0.399981491 0.472916655 0.505087231 0.335408508 370126.275330239 204229.613127817 132002.199782765 33894.462419657 336231.812910582 40.945646981 NA NA NA NA NA NA 0.018631747 0.019328944 129326.1734165 123681.841392278 5644.332024222 0.043644159 100341.54382016 9.136764561 9.771184 30.230368518 15.1667 85.069123647 0.475856766 0.550540798 66.894248757 21301.022459573 8.105107602 0.203729532 1.651249778 0.266580629 1.339631988 0.745242923
1979Q1 1007574.70259977 579272.385187227 191898.456755669 229917.962329746 185638.878135709 170756.130300374 0.37743851 0.375534417 0.367368161 0.40903233 0.483184694 0.521854628 0.342578728 380297.494268462 211114.881907906 134058.778434231 35123.833926325 345173.660342137 41.896552659 NA NA NA NA NA NA 0.027894447 0.026348321 129613.728359201 123966.347738459 5647.380620742 0.043570852 100629.744580132 7.697024631 9.729662 37.824358859 21.4 88.88086614 0.485543851 0.558410198 66.952197305 21334.276047473 8.12780824 0.209527771 1.703001546 0.262755955 1.317194907 0.738499889
1979Q2 1023715.82962459 590296.108776542 193588.098104588 238968.651264172 186556.506098008 177381.565016724 0.386496583 0.384865939 0.37717724 0.420038234 0.501816563 0.543760272 0.351106198 395662.670073988 217138.807294809 142294.165199261 36229.697579918 359432.97249407 42.853421375 NA NA NA NA NA NA 0.018674166 0.025841644 130219.306861127 124366.559463887 5852.747397239 0.044945312 101050.748628187 9.350466897 10.17586 48.711070691 30.9667 96.100754863 0.495245165 0.577427054 68.331606933 21800.798152913 8.231439657 0.212108479 1.745958144 0.254619888 1.326691633 0.750670533
1979Q3 1028938.10788103 588095.455709589 194955.097742887 240490.686590866 191637.494614606 180937.214131125 0.397743756 0.39672085 0.39049525 0.433643545 0.518370624 0.572573661 0.360287999 409253.707211106 226317.224031227 144396.828453054 38539.654726825 370714.052484281 43.880039446 NA NA NA NA NA NA 0.010453253 0.020863996 130880.498592532 124845.377038021 6035.121554511 0.046111694 101551.545965246 11.022080144 10.59957 53.918222393 35.75 99.867653327 0.51303052 0.594086478 68.101937849 21837.489269988 8.241699711 0.219952223 1.812780172 0.25494063 1.309740616 0.719858782
1979Q4 1038711.19416413 594092.387358645 195937.145816162 244267.559919277 192590.267803768 183883.612142009 0.408422911 0.408864651 0.401024245 0.44751374 0.535479064 0.602112154 0.370590333 424233.449342956 234425.944683538 150510.382629413 39297.122030005 384936.327312951 44.985963125 NA NA NA NA NA NA 0.009400784 0.027293059 131138.22183854 125185.845861133 5952.375977407 0.045390092 101881.852439209 12.693692391 11.13474 58.214383584 40.3333 100.943910031 0.52626926 0.602127919 68.561863223 22069.908317639 8.297353323 0.225689245 1.872623403 0.250121108 1.257665268 0.71193665
1980Q1 1048514.73291708 599498.422171671 197704.929762058 246865.09222894 198776.215657264 188799.771318654 0.420395921 0.421719508 0.412351508 0.467180965 0.555066565 0.639000999 0.380649489 440791.316326083 243128.875423149 155987.722187303 41674.718715631 399116.597610453 46.534235086 NA NA NA NA NA NA 0.00284753 0.026235493 131307.913524581 125289.619626391 6018.29389819 0.045833444 102185.039482987 12.735106889 12.09084 58.33167168 38.9167 107.04269802 0.538494444 0.621001495 69.272726957 22295.789265503 8.368727881 0.231879313 1.940534868 0.240630207 1.258049377 0.708656271
1980Q2 1043591.36473802 595831.877220477 199996.233483106 242719.756104828 190103.277329689 183719.931921309 0.431560196 0.433441514 0.42739629 0.482022153 0.57023129 0.667663451 0.391158837 450372.493966347 249259.981503223 158950.002997555 42162.509465569 408209.984500778 47.741793283 NA NA NA NA NA NA -0.003065363 0.028597865 131768.135398332 125532.738763885 6235.396634448 0.047320975 102098.87668197 13.237090305 12.314 56.571421536 38.2167 101.885634647 0.553951105 0.641479493 68.413427175 22178.639503808 8.313300379 0.23884826 1.985617329 0.245928004 1.292419409 0.718867284
1980Q3 1042996.46662291 600146.930818764 201306.408250503 241779.748690529 187911.228517411 185140.681213826 0.441759555 0.444819407 0.440179841 0.494596519 0.580451641 0.676479305 0.400419668 460753.654887057 255937.186298604 161699.112978435 43117.355610019 417636.299277039 48.83946706 NA NA NA NA NA NA -0.00591631 0.02917936 132155.81150233 125599.08905787 6556.722444461 0.049613576 102200.484570399 12.239029243 12.24714 53.836174175 34.8 103.589707762 0.569016083 0.65491543 68.450362825 22185.682842799 8.304172223 0.245386437 2.037731231 0.242347852 1.300953416 0.702625956
1980Q4 1043486.39220978 599816.995185945 202082.772595131 239649.668466847 189376.967806337 181844.448218345 0.451196348 0.45739041 0.454094271 0.506014294 0.595143014 0.700518504 0.408921589 470817.248903639 262785.3135283 163918.800091719 44113.13528362 426704.113620018 50.03874337 NA NA NA NA NA NA -0.001635453 0.029542295 132347.966999188 125580.711801176 6767.255198011 0.051132294 102073.559890105 12.663299259 12.83665 58.06397254 39.6333 102.961891351 0.583994339 0.684205708 68.638439137 22095.366931709 8.309288722 0.251833963 2.092561109 0.244619057 1.387083532 0.745127976
1981Q1 1044493.22901773 599390.432729256 207043.254889085 237278.28546161 192887.249966129 181854.954200824 0.461559284 0.469491662 0.466489831 0.520941473 0.617930371 0.743592261 0.419116851 482095.546687781 268393.722321188 169370.990883188 44330.833483405 437764.713204376 51.67318653 NA NA NA NA NA NA -0.010322709 0.022938429 132566.741514942 125520.098093687 7046.643421255 0.05315544 101988.500543726 13.432882044 13.36201 56.488395583 39.1167 98.029048124 0.596151447 0.724603801 69.028294802 22135.583224798 8.3213226 0.256960711 2.138252968 0.246461227 1.483104413 0.811117294
1981Q2 1047622.0618466 598695.287264736 205255.288715282 236957.264946486 201188.189531693 181914.51038897 0.475471072 0.484097034 0.480842217 0.537155868 0.641981233 0.78091033 0.431925593 498113.984587238 278210.799376328 174283.980945059 45619.204265851 452494.780321387 53.054637352 NA NA NA NA NA NA -0.002715131 0.023182312 132894.630670351 125252.883214358 7641.747455993 0.057502304 101784.04433052 15.507875288 14.52217 51.525456202 35.21 91.212755666 0.604060706 0.762100089 69.035747816 22071.634542985 8.364055461 0.26556409 2.221192776 0.248129639 1.547533636 0.896791589
1981Q3 1050512.43559141 600700.82135218 206708.024825151 235290.888995888 209298.610052853 182559.196944882 0.489109779 0.498141391 0.495700886 0.550166891 0.659698168 0.810364847 0.443923773 513815.905550403 287235.4089366 179112.035126557 47468.461487246 466347.444063157 54.397898144 NA NA NA NA NA NA 0.000379519 0.01958026 133159.184847851 125051.73204735 8107.4528005 0.060885419 101594.977704942 16.133415178 15.22463 50.580476787 35.59 85.696940057 0.61316253 0.78869515 69.799468884 22132.086301964 8.400622833 0.273424092 2.296932671 0.246262724 1.570685888 0.968121442
1981Q4 1052977.40646928 603759.380876231 207326.01127816 229994.377929335 206836.906458303 182336.807971017 0.502649216 0.513975473 0.507846542 0.563326935 0.672050537 0.816788473 0.456828674 529278.268050119 295584.248168077 185446.024120862 48247.99576118 481030.272288939 55.831963833 NA NA NA NA NA NA 0.000869156 0.019622522 133524.259323143 124878.598475976 8645.660847167 0.064749738 101444.849118648 15.426309167 15.10394 50.939997236 36.7867 83.006298297 0.625355729 0.794379703 69.533539579 22115.872873533 8.432008521 0.280712811 2.366972818 0.243492897 1.527368402 0.918060968
1982Q1 1057329.19058781 606291.259707595 210756.052391876 230115.46829626 207295.425657377 186691.677842322 0.514625798 0.523907591 0.517052498 0.576653477 0.693701576 0.825995568 0.468770268 544128.878256996 302048.734871869 193595.75294968 48484.390435447 495644.487821549 57.213860434 NA NA NA NA NA NA -0.003913906 0.015209018 133743.959355503 124791.890961205 8952.068394298 0.066934375 101494.852270353 14.331319171 14.78443 47.118491478 32.2567 83.185674415 0.635141886 0.822206176 69.362514388 22201.874063704 8.472739554 0.285671423 2.420419568 0.241804597 1.566365826 0.964949871
1982Q2 1058751.31734175 604487.801051427 210642.462970957 229924.931593684 204965.722779429 185442.798208056 0.528999492 0.53798154 0.527067791 0.589677489 0.7057311 0.83536217 0.48059085 560078.909536405 309011.659251889 199814.535761033 51252.714523483 508826.195012923 58.542324576 NA NA NA NA NA NA 0.005282832 0.023603846 133728.800293945 124621.457445782 9107.342848163 0.068103077 101329.577617089 14.400041219 14.51596 47.935206534 34.3 79.194555804 0.640810672 0.836888856 69.898849838 22317.742058652 8.495738527 0.29186425 2.479602354 0.241050875 1.576433938 0.99814818
1982Q3 1053104.16822659 601173.765435813 211404.34404091 227686.182311059 202272.485276472 183555.064162703 0.540455795 0.551185228 0.539469823 0.600902013 0.721266746 0.866504518 0.490825778 569156.249977181 315226.441888037 201664.230380048 52265.577709095 516890.672268086 59.670916995 NA NA NA NA NA NA -0.001640645 0.021479324 133806.31254325 124286.475197486 9519.837345764 0.071146399 100982.660278753 13.349537282 14.26804 46.221317159 33.6 74.575620783 0.650190967 0.860750971 69.594422681 22251.281923558 8.473200053 0.299330732 2.536289177 0.237872697 1.609636192 1.051921541
1982Q4 1053555.9619378 605306.191197056 211997.002291291 225971.81427272 206399.600580943 182243.527403961 0.55206532 0.564129294 0.554596074 0.611220738 0.734228813 0.878232819 0.501031614 581631.70899936 321822.192907754 206042.651593057 53766.86449855 527864.84450081 60.816451999 NA NA NA NA NA NA 0.001876055 0.016503375 134060.401917433 124099.333910523 9961.068006911 0.074302836 100732.755858041 12.606617089 13.67635 45.660150852 33.5167 72.602483492 0.658184379 0.870976937 69.86876 22175.159613497 8.489618185 0.305462837 2.593262855 0.231088074 1.593516048 1.071130295
1983Q1 1060570.68881996 608754.625549947 214464.476765402 227802.585895764 208017.963693683 182384.84085134 0.563789152 0.573994251 0.561875911 0.61998476 0.741961445 0.875838562 0.511447143 597938.249281726 326930.741865038 215495.106412221 55512.401004466 542425.84827726 62.052717936 NA NA NA NA NA NA 0.011262812 0.020291115 134156.931686627 123823.610137013 10333.321549614 0.077024134 100447.393600229 11.886461701 12.99658 42.93383034 29.3833 75.831253604 0.66512187 0.875875039 70.512574994 22342.250644701 8.565173376 0.308259266 2.640294056 0.229836944 1.561251548 1.054918819
1983Q2 1067510.37011314 608736.233462406 214757.179822205 227962.596276276 210458.0610224 184271.29369357 0.574352065 0.585904585 0.573821431 0.631551612 0.755503976 0.88973128 0.521530256 613126.785308901 334428.491125722 222310.465592858 56387.828590321 556738.95671858 63.122769433 NA NA NA NA NA NA 0.010756198 0.018829622 134173.292418236 123705.097896714 10468.194521523 0.078019957 100220.936274976 11.847544911 12.93808 44.733870914 29.84 82.109417711 0.666733297 0.898397537 71.313255943 22493.756232791 8.62947759 0.313278916 2.703433382 0.231021154 1.620312261 1.09744881
1983Q3 1070283.73249992 607655.059532089 215451.266172603 228623.256990874 213093.897467163 184572.659621662 0.587162021 0.599436355 0.588172145 0.645571491 0.775061468 0.922922078 0.533013197 628429.959897783 343434.731260531 227040.622445564 57954.606191688 570475.353706095 64.178974808 NA NA NA NA NA NA 0.009721578 0.017972798 134273.18508378 123582.10818017 10691.07690361 0.079621831 100048.688028241 12.218649981 13.13057 46.963152406 30.7667 88.566957935 0.675437602 0.931043764 72.228567876 22631.806907356 8.660507158 0.32088195 2.779000426 0.227923283 1.679865172 1.161869012
1983Q4 1081988.75223339 612810.175263269 216823.214095385 226731.095397466 217055.13050156 186905.862817671 0.598830501 0.61348375 0.596769692 0.657331332 0.796437838 0.950759478 0.544150256 647927.866441619 349426.948469127 239337.50838038 59163.409592112 588764.456849507 65.286122879 NA NA NA NA NA NA 0.007222107 0.014679112 134503.10621829 123556.868552326 10946.237665964 0.081382787 100111.589371238 12.169143466 13.08665 45.995565114 29.14 91.212755666 0.681771585 0.957446824 73.087497888 22867.392782301 8.757010152 0.322948781 2.828065753 0.220469864 1.697389529 1.185024773
1984Q1 1091284.68016604 618287.350533628 217429.099219487 228242.945943172 228599.608632881 191761.13441654 0.609388475 0.623485045 0.605527827 0.663691665 0.81214528 0.974056451 0.553825813 665016.306572843 356905.341453845 247476.284296533 60634.680822466 604381.625750377 66.456913338 NA NA NA NA NA NA 0.007918283 0.009617605 134669.852049242 123376.980941542 11292.8711077 0.08385597 99971.257931902 11.431690392 12.60768 46.914247068 29.7567 92.871984751 0.685916975 0.972870127 73.924955771 23054.272307062 8.845123878 0.327050629 2.892803331 0.218984548 1.705913109 1.202405467
1984Q2 1086127.85056373 616245.493673616 218712.435256316 222859.751057741 224895.562857193 191817.764369543 0.618371577 0.633127914 0.614175154 0.673118839 0.818460118 0.977227817 0.561435285 671630.592163493 357885.237843482 251905.261853882 61840.09246613 609790.499697364 67.339986709 NA NA NA NA NA NA 0.004620941 0.00965586 134731.653133799 123265.727813671 11465.925320129 0.085101942 99984.450909128 10.857933396 12.50591 46.719799117 29.58 92.737452663 0.69806508 0.98203703 74.293985041 23078.89129438 8.811271956 0.329505626 2.903363686 0.214083605 1.694834638 1.212450102
1984Q3 1097325.78745762 617437.854252305 219677.295422095 225868.751079689 232112.160084943 195222.804654058 0.628304042 0.64322848 0.626119639 0.683443169 0.834641815 1.002486098 0.570636934 689454.227717256 365488.385037811 260686.237902204 63279.604777241 626174.622940014 68.024185862 NA NA NA NA NA NA 0.004544747 0.007413151 135017.060450976 123427.222865205 11589.83758577 0.085839801 100150.330179384 10.413572546 12.20915 43.275631444 28.0833 82.782078151 0.701250962 1.006324876 74.933117105 23261.226949894 8.890468099 0.3330719 2.961165102 0.214995928 1.734816631 1.301022533
1984Q4 1102941.44269556 618490.157183788 221611.247190884 227770.390072124 235539.767443578 196606.150167334 0.634561543 0.652718727 0.63261699 0.693867891 0.847075013 1.014158537 0.575757024 699884.223273259 372036.677153649 262989.605830218 64857.940289392 635026.282983866 68.891573024 NA NA NA NA NA NA 0.002590121 0.00240431 135144.529208228 123400.801169539 11743.728038689 0.086897547 100233.574968471 10.128110652 11.4183 42.136746052 27.5533 79.687840127 0.708057086 1.028551556 75.623962982 23324.171100599 8.937879108 0.337313173 3.014864358 0.213574385 1.761880728 1.366000439
1985Q1 1105419.84647801 623899.8360989 222866.482155631 225154.732345174 239297.430356093 201072.887624922 0.645160127 0.663643914 0.644700247 0.702116001 0.86984758 1.050592301 0.585190279 713172.808601345 379617.059934648 267263.888283619 66291.860383078 646880.948218267 70.044637288 NA NA NA NA NA NA 0.000182447 0.004519876 135235.740140523 123433.409713113 11802.33042741 0.087272273 100431.803581635 9.863428615 10.94742 41.783093509 27.7767 77.086886425 0.714681262 1.057397771 76.601697557 23547.753786953 8.955596779 0.34341437 3.075480624 0.207702898 1.781147287 1.460977636
